SC  LATITUDE  LONGITUDE  "Popular" or USGS Spring Name        TF   TC   P.P. 492  Circ. 790  NOAA  AMS                    USGS Quadrangle
CA   36.0360   -117.802  DEVILS KITCHEN                       207   97       141         57     9  DEATH VALLEY           HAIWEE RESERVOIR 15          
CA   40.4400   -121.434  DEVILS KITCHEN                       203   95        34         40     5  SUSANVILLE             MT. HARKNESS 15              
CA   36.3300   -117.948  DIRTY SOCKS HOT SPRING                93   34      null       null     6  DEATH VALLEY           KEELER 15                    
CA   36.0840   -121.584  DOLANS HOT SPRING                     98   37        94       null     8  SANTA CRUZ             LOPEZ POINT 7.5              
CA   33.5120   -115.827  DOS PALMAS SPRING                     84   29       176       null     3  SALTON SEA             OROCOPIA CANYON 7.5          
CA   40.4440   -121.409  DRAKESBAD                            151   66        36         40     4  SUSANVILLE             MT. HARKNESS 15              
CA   33.8960   -117.057  EDEN HOT SPRINGS                     109   43       172       null     1  SANTA ANA              EL CASCO 7.5                 
CA   34.1590   -118.499  EL ENCINO SPRINGS                     79   26      null       null     3  LOS ANGELES            VAN NUYS 7.5                 
CA   39.0570   -122.475  ELGIN MINE                           156   69        69       null     9  UKIAH                  WILBUR SPRINGS 15            
CA   38.8970   -122.882  ENGLAND SPRINGS                       76   24        53       null    12  SANTA ROSA             (HIGHLAND SPRINGS 7.5)       
CA   41.4920   -120.700  ESSEX SPRINGS                         91   33         6       null     9  ALTURAS                ALTURAS 15                   
CA   33.6640   -117.913  FAIRVIEW HOT SPRING                   96   36       165       null     6  SANTA ANA              (NEWPORT BEACH 7.5)          
CA   38.3480   -119.400  FALES HOT SPRINGS                    180   82       114         52     4  WALKER LAKE            FALES HOT SPRINGS 7.5        
CA   37.5320   -119.025  FISH CREEK HOT SPRINGS               110   43       129       null     7  MARIPOSA               DEVILS POSTPILE 15           
CA   33.4070   -116.035  FISH SPRINGS                          90   32       182       null     6  SANTA ANA              (OASIS 7.5)                  
CA   41.8600   -120.158  FORT BIDWELL HOT SPRING              113   45      null         34     2  ALTURAS                FORT BIDWELL 15              
CA   39.3480   -122.668  FOUTS SPRINGS                         79   26        48       null     2  UKIAH                  FOUTS SPRINGS 7.5            
CA   36.0310   -117.833  FUMAROLE                             203   95       141         57    10  DEATH VALLEY           HAIWEE RESERVOIR 15          
CA   38.9790   -122.659  FUMAROLE                               H    H      null       null     4  SANTA ROSA             (CLEARLAKE HIGHLANDS 7.5)    
CA   37.6220   -119.028  FUMAROLES                              H    H      null       null     5  MARIPOSA               (DEVILS POSTPILE 15)         
CA   33.8350   -116.988  GILMAN HOT SPRINGS                   117   47       173       null     2  SANTA ANA              SAN JACINTO 7.5              
CA   37.1080   -121.478  GILROY HOT SPRINGS                   106   41        89       null     9  SAN JOSE               GILROY HOT SPRINGS 7.5       
CA   33.7530   -117.495  GLEN IVY HOT SPRINGS                 131   55       167       null     4  SANTA ANA              LAKE MATTHEWS 7.5            
CA   38.8350   -122.731  GORDON WARM SPRINGS                   97   36      null       null    19  SANTA ROSA             (WHISPERING PINES 7.5)       
CA   37.0290   -117.383  GRAPEVINE SPRINGS                    100   38       140       null     1  GOLDFIELD              UBEHEBE CRATER 15            
CA   39.0020   -122.498  GRIZZLY SPRING                        68   20      null       null    18  UKIAH                  WILBUR SPRINGS 15            
CA   38.6990   -119.846  GROVERS HOT SPRINGS                  147   64       113         51     2  WALKER LAKE            MARKLEEVILLE 15              
CA   40.3930   -121.507  GROWLER HOT SPRING                   203   95      null         41     9  SUSANVILLE             LASSEN PEAK 15               
CA   38.7850   -122.655  HARBIN SPRINGS                       120   49        64       null    23  SANTA ROSA             WHISPERING PINES 7.5         
CA   40.2450   -120.007  HIGH ROCK SPRING                      86   30        32       null     6  SUSANVILLE             DOYLE 15                     
CA   33.9690   -116.942  HIGHLAND SPRINGS                     112   44       172       null     1  SANTA ANA              BEAUMONT 7.5                 
CA   38.9360   -122.907  HIGHLAND SPRINGS                      84   29        52       null     9  SANTA ROSA             HIGHLAND SPRINGS 7.5         
CA   38.9250   -122.770  HILDEBRANDE SPRING                    77   25      null       null    10  SANTA ROSA             (KELSEYVILLE 7.5)            
CA   38.8000   -123.170  HOODS HOT SPRINGS                    100   38        70       null     2  SANTA ROSA             (HOPLAND 15)                 
CA   38.9940   -122.742  HORSESHOE SPRING                     108   42      null         47     2  SANTA ROSA             (CLEARLAKE HIGHLANDS 7.5)    
CA   37.6650   -118.828  HOT CREEK GORGE SPRINGS              199   93      null         56     8  MARIPOSA               MT. MORRISON 15              
CA   37.6560   -118.834  HOT CREEK SPRINGS                    171   77      null         56    11  MARIPOSA               (MT. MORRISON 15)            
CA   41.6070   -121.523  HOT SPOT                             191   88         3       null     1  ALTURAS                MEDICINE LAKE 15             
CA   37.7080   -118.813  HOT SPRING                            68   20      null         56     4  MARIPOSA               MT. MORRISON 15              
CA   38.0480   -119.081  HOT SPRING                           151   66      null       null     9  WALKER LAKE            BODIE 15                     
CA   35.7270   -118.408  HOT SPRING                           113   45       148       null     2  BAKERSFIELD            LAKE ISABELLA NORTH          
CA   40.3640   -120.243  HOT SPRING                           204   96      null         42     3  SUSANVILLE             WENDEL 15                    
CA   41.4070   -122.197  HOT SPRING, FUMAROLES                183   84         3       null     3  WEED                   SHASTA 15                    
CA   41.0120   -121.274  HOT SPRINGS                            H    H      null       null     7  ALTURAS                FALL RIVER MILLS 15          
CA   37.6480   -118.806  HOT SPRINGS                          129   54       125         56    14  MARIPOSA               MT. MORRISON 15              
CA   41.2660   -120.080  HOT SPRINGS (MENLO BATHS)            135   57        20       null    14  ALTURAS                EAGLEVILLE 7.5               
CA   41.5340   -120.078  HOT SPRINGS (SURPRISE VALLEY)        208   98        18         35     8  ALTURAS                CEDARVILLE 15                
CA   40.4400   -121.420  HOT SPRINGS VALLEY                    83   28        35         40     6  SUSANVILLE             (MT HARKNESS 15)             
CA   38.8580   -122.671  HOWARD SPRINGS                       113   45        58         47    15  SANTA ROSA             WHISPERING PINES 7.5         
CA   41.0360   -121.926  HUNT HOT SPRING                      136   58        23       null     5  ALTURAS                BIG BEND 15                  
CA   40.1420   -120.935  INDIAN VALLEY HOT SPRINGS            106   41        39       null     7  SUSANVILLE             GREENVILLE 15                
CA   36.7730   -120.898  IRIDAT SPRING                         73   23      null       null     1  SANTA CRUZ             ORTIGALITA PEAK 7.5          
CA   39.6570   -123.585  JACKSON VALLEY MUD SPRINGS            80   27      null       null     2  UKIAH                  CAHTO PEAK 7.5               
CA   32.6170   -116.189  JACUMBA HOT SPRINGS                  101   38       181       null     3  SAN DIEGO              (JACUMBA 7.5)                
CA   39.0330   -122.445  JONES FOUNTAIN OF LIFE SPRING        142   61      null       null    12  UKIAH                  WILBUR SPRINGS 15            
CA   36.2290   -118.302  JORDAN HOT SPRINGS                   124   51      null       null     2  FRESNO                 HOCKETT PEAK 15              
CA   36.6750   -116.923  KEANE WONDER SPRING                   93   34       140       null     1  DEATH VALLEY           CHLORIDE CLIFF 15            
CA   41.1260   -121.028  KELLOG HOT SPRINGS                   172   78        29       null     4  ALTURAS                BIEBER 15                    
CA   41.4500   -120.834  KELLY HOT SPRING                     198   92         8         38    12  ALTURAS                CANBY 15                     
CA   37.2530   -118.373  KEOUGH HOT SPRINGS                   124   51       138       null    22  MARIPOSA               BISHOP 15                    
CA   36.4770   -118.404  KERN HOT SPRING                      109   43       135       null     1  FRESNO                 KERN PEAK 15                 
CA   41.9730   -122.202  KLAMATH HOT SPRING                   156   69         2       null     1  WEED                   MACDOEL 15                   
CA   41.6700   -120.206  LAKE CITY HOT SPRINGS                207   97        14         35     4  ALTURAS                CEDARVILLE 15                
CA   33.8370   -117.145  LAKEVIEW HOT SPRINGS                 100   38       171       null     3  SANTA ANA              PERRIS 7.5                   
CA   34.5030   -120.219  LAS CRUCES HOT SPRINGS                99   37       101       null     1  SANTA MARIA            SOLVANG 7.5                  
CA   41.6000   -120.088  LEONARDS HOT SPRINGS                 144   62        17         35     6  ALTURAS                CEDARVILLE 15                
CA   34.5370   -119.613  LITTLE CALIENTE SPRING                90   32       104       null     3  LOS ANGELES            HILDRETH PEAK 7.5            
CA   38.7670   -122.748  LITTLE GEYSERS                       210   99        74         48    27  SANTA ROSA             (WHISPERING PINES 7.5)       
CA   37.6920   -118.839  LITTLE HOT CREEK SPRING              180   82       122         56     5  MARIPOSA               MT. MORRISON 15              
CA   41.2290   -121.405  LITTLE HOT SPRING                    169   76        11       null     2  ALTURAS                FALL RIVER MILLS 15          
CA   36.6980   -117.848  LITTLE HUNTER CANYON SPRINGS          81   27      null       null     4  DEATH VALLEY           NEW YORK BUTTE 15            
